Forgotten Trail,1.2782014,103.8712212
Forgotten Trail,1.276571,103.8691183
Forgotten Trail,1.2758631,103.8679811
Forgotten Trail,1.2755199,103.8679382
Forgotten Trail,1.2746832,103.8666722
Forgotten Trail,1.2739753,103.8653418
Big open space,1.2879924,103.8771584
Big open space,1.2885931,103.8766863
Big open space,1.2891937,103.8761499
Big open space,1.2898588,103.8756993
Big open space,1.2905667,103.8754418
Big open space,1.2914891,103.8752272
Big open space,1.2921327,103.8752272
Back to school,1.3088846,103.8894692
Back to school,1.3110727,103.8889972
Back to school,1.3117163,103.8887182
Back to school,1.312746,103.888568
Back to school,1.3133681,103.8888684
Back to school,1.3135182,103.8894907
Back to school,1.3136684,103.8903061
Back to school,1.3138615,103.8913146
Back to school,1.3139902,103.8917652
